customer_id,customer_type,tenure_months,avg_order_value,purchase_frequency,category,days_since_last_purchase,churned,total_spend,avg_days_between_purchase,tenure_band,frequency_bucket,order_value_segment,rfm_segment
1105,Returning,6,214.22,6,Sports,14,0,1285.34,30,3-6 months,6-10,High,Champions
1106,Returning,9,158.93,2,Electronics,17,0,317.85,135,6-12 months,1-2,Medium,Potential Loyalists
1107,Returning,4,218.91,3,Electronics,3,0,656.72,40,3-6 months,3-5,High,Loyal Customers
1108,Loyal,15,205.55,18,Electronics,12,0,3699.97,25,12-24 months,15+,High,Champions
1109,New,1,86.47,1,Clothing,131,1,86.47,30,0-3 months,1-2,Low,At Risk
1110,Loyal,15,134.02,8,Clothing,19,0,1072.17,56.3,12-24 months,6-10,Medium,Champions
1111,Returning,10,211.61,5,Electronics,8,0,1058.04,60,6-12 months,3-5,High,Champions
1112,Loyal,19,143.97,18,Home & Garden,146,1,2591.45,31.7,12-24 months,15+,Medium,Big Spenders
1113,Loyal,13,146.17,5,Clothing,3,0,730.83,78,12-24 months,3-5,Medium,Champions
1114,Returning,6,116.55,4,Electronics,1,0,466.2,45,3-6 months,3-5,Medium,Loyal Customers
1115,New,2,129.17,2,Clothing,1,0,258.34,30,0-3 months,1-2,Medium,Potential Loyalists
1116,Loyal,34,141.64,16,Clothing,102,1,2266.31,63.8,24+ months,15+,Medium,Big Spenders
1117,Loyal,32,225.32,8,Electronics,21,0,1802.58,120,24+ months,6-10,High,Champions
1118,New,2,88.02,1,Clothing,1,0,88.02,60,0-3 months,1-2,Low,Need Attention
1119,New,2,50.23,1,Electronics,129,1,50.23,60,0-3 months,1-2,Low,At Risk
1120,Loyal,17,265.25,17,Sports,9,0,4509.17,30,12-24 months,15+,High,Champions
1121,Returning,9,212.8,6,Electronics,143,1,1276.82,45,6-12 months,6-10,High,Big Spenders
1122,New,1,131.3,2,Sports,30,0,262.6,15,0-3 months,1-2,Medium,Potential Loyalists
1123,Returning,8,206.38,3,Books,25,0,619.13,80,6-12 months,3-5,High,Loyal Customers
1124,Returning,9,126.08,4,Sports,23,0,504.32,67.5,6-12 months,3-5,Medium,Loyal Customers
1125,Returning,12,161.06,4,Books,4,0,644.24,90,6-12 months,3-5,Medium,Loyal Customers
1126,Loyal,31,295.09,17,Home & Garden,8,0,5016.54,54.7,24+ months,15+,High,Champions
1127,Loyal,24,249.14,17,Home & Garden,15,0,4235.37,42.4,12-24 months,15+,High,Champions
1128,New,2,68.45,2,Clothing,5,0,136.89,30,0-3 months,1-2,Low,Potential Loyalists
1129,Returning,12,203.76,2,Electronics,19,0,407.52,180,6-12 months,1-2,High,Potential Loyalists
1130,Loyal,19,300.17,7,Electronics,5,0,2101.21,81.4,12-24 months,6-10,Premium,Champions
1131,New,3,124.52,1,Sports,4,0,124.52,90,0-3 months,1-2,Medium,Need Attention
1132,Loyal,36,258.27,11,Home & Garden,27,0,2840.97,98.2,24+ months,11-15,High,Champions
1133,Returning,12,90.91,4,Home & Garden,22,0,363.62,90,6-12 months,3-5,Low,Loyal Customers
1134,Returning,5,113.39,3,Clothing,1,0,340.16,50,3-6 months,3-5,Medium,Loyal Customers
1135,Returning,12,151.14,5,Sports,65,1,755.72,72,6-12 months,3-5,Medium,Big Spenders
1136,Loyal,27,152.24,13,Sports,7,0,1979.13,62.3,24+ months,11-15,Medium,Champions
1137,New,2,111.66,2,Books,24,0,223.33,30,0-3 months,1-2,Medium,Potential Loyalists
1138,New,3,67.39,2,Clothing,5,0,134.78,45,0-3 months,1-2,Low,Potential Loyalists
1139,New,1,66.64,2,Clothing,116,1,133.28,15,0-3 months,1-2,Low,Need Attention
1140,Returning,9,219.1,4,Sports,16,0,876.41,67.5,6-12 months,3-5,High,Loyal Customers
1141,Returning,9,198.53,5,Home & Garden,6,0,992.64,54,6-12 months,3-5,Medium,Champions
1142,Returning,9,93.23,5,Home & Garden,145,1,466.16,54,6-12 months,3-5,Low,Need Attention
1143,New,3,65.47,2,Electronics,73,1,130.95,45,0-3 months,1-2,Low,Need Attention
1144,Returning,7,128.47,5,Books,70,1,642.35,42,6-12 months,3-5,Medium,Big Spenders
1145,Returning,12,219.01,4,Books,6,0,876.03,90,6-12 months,3-5,High,Loyal Customers
1146,Returning,10,124.82,4,Clothing,21,0,499.28,75,6-12 months,3-5,Medium,Loyal Customers
1147,Loyal,13,274.55,13,Sports,29,0,3569.16,30,12-24 months,11-15,High,Champions
1148,Returning,5,182.28,4,Books,11,0,729.13,37.5,3-6 months,3-5,Medium,Loyal Customers
1149,Returning,9,133.93,3,Clothing,73,1,401.79,90,6-12 months,3-5,Medium,Need Attention
1150,Loyal,27,147.81,10,Sports,23,0,1478.07,81,24+ months,6-10,Medium,Champions
1151,New,2,85.37,1,Books,13,0,85.37,60,0-3 months,1-2,Low,Need Attention
1152,Returning,8,130.54,6,Clothing,17,0,783.23,40,6-12 months,6-10,Medium,Champions
1153,New,1,92.2,1,Books,13,0,92.2,30,0-3 months,1-2,Low,Need Attention
1154,Returning,8,221.33,6,Books,13,0,1328,40,6-12 months,6-10,High,Champions
1155,New,1,73.1,2,Electronics,25,0,146.2,15,0-3 months,1-2,Low,Potential Loyalists
1156,Loyal,24,244.32,15,Books,1,0,3664.79,48,12-24 months,11-15,High,Champions
1157,Returning,9,147.11,4,Home & Garden,10,0,588.44,67.5,6-12 months,3-5,Medium,Loyal Customers
1158,New,3,54.17,1,Sports,63,1,54.17,90,0-3 months,1-2,Low,At Risk
1159,Returning,11,190.68,3,Clothing,17,0,572.04,110,6-12 months,3-5,Medium,Loyal Customers
1160,New,2,136.92,2,Electronics,5,0,273.85,30,0-3 months,1-2,Medium,Potential Loyalists
1161,Returning,8,195.37,5,Books,6,0,976.83,48,6-12 months,3-5,Medium,Champions
1162,New,1,127.08,2,Electronics,148,1,254.16,15,0-3 months,1-2,Medium,Need Attention
1163,Loyal,23,161.55,10,Sports,27,0,1615.47,69,12-24 months,6-10,Medium,Champions
1164,Returning,3,141.97,2,Clothing,7,0,283.95,45,0-3 months,1-2,Medium,Potential Loyalists
1165,New,1,122.04,1,Books,89,1,122.04,30,0-3 months,1-2,Medium,At Risk
1166,New,1,96.29,2,Home & Garden,109,1,192.58,15,0-3 months,1-2,Low,Need Attention
1167,Loyal,23,314.78,9,Sports,6,0,2832.99,76.7,12-24 months,6-10,Premium,Champions
1168,New,1,108.67,1,Electronics,18,0,108.67,30,0-3 months,1-2,Medium,Need Attention
1169,Returning,12,175.21,6,Sports,4,0,1051.27,60,6-12 months,6-10,Medium,Champions
1170,Returning,11,147.69,4,Clothing,2,0,590.77,82.5,6-12 months,3-5,Medium,Loyal Customers
1171,Returning,5,135.45,4,Books,131,1,541.8,37.5,3-6 months,3-5,Medium,Big Spenders
1172,Returning,8,188.49,2,Clothing,19,0,376.97,120,6-12 months,1-2,Medium,Potential Loyalists
1173,Loyal,14,289.07,15,Books,138,1,4336.01,28,12-24 months,11-15,High,Big Spenders
1174,New,1,56.93,2,Sports,27,0,113.86,15,0-3 months,1-2,Low,Potential Loyalists
1175,New,1,122.84,1,Books,1,0,122.84,30,0-3 months,1-2,Medium,Need Attention
1176,Returning,5,103.41,5,Sports,18,0,517.05,30,3-6 months,3-5,Medium,Champions
1177,New,3,118.56,2,Clothing,142,1,237.11,45,0-3 months,1-2,Medium,Need Attention
1178,Loyal,25,250.05,7,Sports,11,0,1750.35,107.1,24+ months,6-10,High,Champions
1179,New,2,88.35,2,Electronics,7,0,176.69,30,0-3 months,1-2,Low,Potential Loyalists
1180,Loyal,29,163.7,13,Home & Garden,26,0,2128.13,66.9,24+ months,11-15,Medium,Champions
1181,Returning,12,153.31,2,Electronics,18,0,306.63,180,6-12 months,1-2,Medium,Potential Loyalists
1182,Loyal,21,225.5,14,Clothing,128,1,3157.03,45,12-24 months,11-15,High,Big Spenders
1183,New,2,116.81,1,Home & Garden,21,0,116.81,60,0-3 months,1-2,Medium,Need Attention
1184,Loyal,17,168.78,18,Electronics,23,0,3038.12,28.3,12-24 months,15+,Medium,Champions
1185,Loyal,19,237.65,11,Clothing,7,0,2614.12,51.8,12-24 months,11-15,High,Champions
1186,Loyal,34,126.88,8,Home & Garden,14,0,1015.05,127.5,24+ months,6-10,Medium,Champions
1187,New,2,141.58,2,Electronics,133,1,283.15,30,0-3 months,1-2,Medium,Need Attention
1188,New,1,106.56,1,Clothing,18,0,106.56,30,0-3 months,1-2,Medium,Need Attention
1189,Loyal,21,183.47,18,Home & Garden,5,0,3302.47,35,12-24 months,15+,Medium,Champions
1190,New,2,100.43,1,Sports,133,1,100.43,60,0-3 months,1-2,Medium,At Risk
1191,Returning,11,148.95,5,Electronics,27,0,744.77,66,6-12 months,3-5,Medium,Champions
1192,Returning,10,157.55,4,Clothing,23,0,630.18,75,6-12 months,3-5,Medium,Loyal Customers
1193,New,2,50.94,2,Books,22,0,101.89,30,0-3 months,1-2,Low,Potential Loyalists
1194,New,2,77.04,1,Sports,4,0,77.04,60,0-3 months,1-2,Low,Need Attention
1195,Loyal,14,246.65,5,Electronics,9,0,1233.25,84,12-24 months,3-5,High,Champions
1196,Returning,8,144.69,4,Home & Garden,108,1,578.76,60,6-12 months,3-5,Medium,Big Spenders
1197,Returning,4,229.67,5,Books,8,0,1148.35,24,3-6 months,3-5,High,Champions
1198,Returning,6,179.93,4,Books,22,0,719.72,45,3-6 months,3-5,Medium,Loyal Customers
1199,Returning,6,195.47,6,Electronics,9,0,1172.79,30,3-6 months,6-10,Medium,Champions
1200,Loyal,28,248.37,7,Clothing,9,0,1738.61,120,24+ months,6-10,High,Champions
1201,New,2,111.58,2,Clothing,65,1,223.16,30,0-3 months,1-2,Medium,Need Attention
1202,Returning,4,83.74,2,Books,145,1,167.48,60,3-6 months,1-2,Low,Need Attention
1203,New,1,70.26,1,Sports,8,0,70.26,30,0-3 months,1-2,Low,Need Attention
1204,Loyal,25,216.42,6,Sports,10,0,1298.51,125,24+ months,6-10,High,Champions
1205,New,3,69.68,1,Clothing,106,1,69.68,90,0-3 months,1-2,Low,At Risk
1206,Loyal,23,256,15,Clothing,4,0,3839.94,46,12-24 months,11-15,High,Champions
1207,New,2,76.5,1,Clothing,106,1,76.5,60,0-3 months,1-2,Low,At Risk
1208,Returning,8,122.79,4,Books,1,0,491.17,60,6-12 months,3-5,Medium,Loyal Customers
1209,Returning,9,91.11,6,Books,28,0,546.64,45,6-12 months,6-10,Low,Champions
1210,Returning,7,224.7,4,Books,19,0,898.79,52.5,6-12 months,3-5,High,Loyal Customers
1211,Returning,3,123.57,5,Sports,13,0,617.84,18,0-3 months,3-5,Medium,Champions
1212,New,3,88.48,2,Sports,117,1,176.95,45,0-3 months,1-2,Low,Need Attention
1213,New,1,108.09,1,Sports,117,1,108.09,30,0-3 months,1-2,Medium,At Risk
1214,Loyal,24,162.46,15,Clothing,22,0,2436.86,48,12-24 months,11-15,Medium,Champions
1215,Loyal,36,242.43,18,Electronics,9,0,4363.77,60,24+ months,15+,High,Champions
1216,New,3,61.39,1,Electronics,18,0,61.39,90,0-3 months,1-2,Low,Need Attention
1217,Loyal,33,130.16,13,Clothing,30,0,1692.05,76.2,24+ months,11-15,Medium,Champions
1218,Returning,12,193.43,5,Clothing,25,0,967.16,72,6-12 months,3-5,Medium,Champions
1219,Loyal,27,232.7,9,Electronics,13,0,2094.29,90,24+ months,6-10,High,Champions
1220,Loyal,16,281.19,11,Home & Garden,4,0,3093.11,43.6,12-24 months,11-15,High,Champions
1221,New,3,131.69,2,Clothing,85,1,263.39,45,0-3 months,1-2,Medium,Need Attention
1222,Returning,4,219.47,2,Clothing,6,0,438.93,60,3-6 months,1-2,High,Potential Loyalists
1223,Returning,6,151.67,2,Home & Garden,78,1,303.34,90,3-6 months,1-2,Medium,Need Attention
1224,New,3,129.43,1,Clothing,119,1,129.43,90,0-3 months,1-2,Medium,At Risk
1225,New,3,71.27,2,Electronics,27,0,142.54,45,0-3 months,1-2,Low,Potential Loyalists
1226,Loyal,24,133.26,17,Clothing,6,0,2265.41,42.4,12-24 months,15+,Medium,Champions
1227,New,2,118.84,2,Electronics,29,0,237.68,30,0-3 months,1-2,Medium,Potential Loyalists
1228,Returning,3,141.85,3,Sports,15,0,425.55,30,0-3 months,3-5,Medium,Loyal Customers
1229,Loyal,25,234.29,11,Electronics,4,0,2577.23,68.2,24+ months,11-15,High,Champions
1230,Returning,4,154.87,4,Sports,75,1,619.47,30,3-6 months,3-5,Medium,Big Spenders
1231,Loyal,21,225.72,18,Books,30,0,4063.02,35,12-24 months,15+,High,Champions
1232,New,2,149.33,2,Sports,144,1,298.66,30,0-3 months,1-2,Medium,Need Attention
1233,New,3,72.65,2,Books,87,1,145.3,45,0-3 months,1-2,Low,Need Attention
1234,Returning,9,164.23,3,Home & Garden,14,0,492.7,90,6-12 months,3-5,Medium,Loyal Customers
1235,New,2,83.18,1,Home & Garden,21,0,83.18,60,0-3 months,1-2,Low,Need Attention
1236,Returning,5,210.59,3,Clothing,11,0,631.76,50,3-6 months,3-5,High,Loyal Customers
1237,Loyal,31,222.24,15,Electronics,24,0,3333.54,62,24+ months,11-15,High,Champions
1238,New,1,108.7,2,Electronics,10,0,217.4,15,0-3 months,1-2,Medium,Potential Loyalists
1239,Loyal,29,206.26,14,Sports,10,0,2887.62,62.1,24+ months,11-15,High,Champions
1240,New,3,87.75,2,Home & Garden,2,0,175.49,45,0-3 months,1-2,Low,Potential Loyalists
1241,Returning,11,193.82,6,Home & Garden,142,1,1162.93,55,6-12 months,6-10,Medium,Big Spenders
1242,Loyal,13,301.74,18,Clothing,6,0,5431.27,21.7,12-24 months,15+,Premium,Champions
1243,Returning,11,104.06,2,Sports,8,0,208.12,165,6-12 months,1-2,Medium,Potential Loyalists
1244,New,2,134.73,1,Sports,96,1,134.73,60,0-3 months,1-2,Medium,At Risk
1245,Returning,6,125.41,2,Books,30,0,250.82,90,3-6 months,1-2,Medium,Potential Loyalists
1246,Returning,10,209,3,Clothing,11,0,627.01,100,6-12 months,3-5,High,Loyal Customers
1247,Loyal,36,290.5,7,Clothing,25,0,2033.48,154.3,24+ months,6-10,High,Champions
1248,Returning,7,172.02,2,Sports,21,0,344.04,105,6-12 months,1-2,Medium,Potential Loyalists
1249,New,2,97.63,1,Home & Garden,92,1,97.63,60,0-3 months,1-2,Low,At Risk
1250,Returning,7,196.15,2,Home & Garden,4,0,392.3,105,6-12 months,1-2,Medium,Potential Loyalists
1251,Returning,8,206.13,2,Electronics,10,0,412.26,120,6-12 months,1-2,High,Potential Loyalists
1252,Returning,5,81.39,3,Books,9,0,244.16,50,3-6 months,3-5,Low,Loyal Customers
1253,New,3,111.28,1,Books,93,1,111.28,90,0-3 months,1-2,Medium,At Risk
1254,New,2,148.49,2,Clothing,27,0,296.98,30,0-3 months,1-2,Medium,Potential Loyalists
1255,Returning,12,148.83,2,Sports,5,0,297.66,180,6-12 months,1-2,Medium,Potential Loyalists
1256,Returning,4,135.2,6,Books,107,1,811.2,20,3-6 months,6-10,Medium,Big Spenders
1257,Loyal,25,129.13,16,Clothing,11,0,2066.06,46.9,24+ months,15+,Medium,Champions
1258,Loyal,24,285.03,18,Sports,28,0,5130.52,40,12-24 months,15+,High,Champions
1259,Returning,6,85.97,5,Books,19,0,429.87,36,3-6 months,3-5,Low,Loyal Customers
1260,New,2,52.3,1,Clothing,22,0,52.3,60,0-3 months,1-2,Low,Need Attention
1261,Returning,12,96.21,4,Sports,115,1,384.86,90,6-12 months,3-5,Low,Need Attention
1262,Returning,7,174.25,3,Books,18,0,522.75,70,6-12 months,3-5,Medium,Loyal Customers
1263,New,1,141.71,1,Electronics,61,1,141.71,30,0-3 months,1-2,Medium,At Risk
1264,Returning,6,126.16,2,Books,7,0,252.31,90,3-6 months,1-2,Medium,Potential Loyalists
1265,Loyal,23,146.7,19,Home & Garden,16,0,2787.32,36.3,12-24 months,15+,Medium,Champions
1266,Returning,11,189.17,5,Sports,7,0,945.87,66,6-12 months,3-5,Medium,Champions
1267,Returning,9,143.6,5,Home & Garden,22,0,717.99,54,6-12 months,3-5,Medium,Champions
1268,Loyal,22,231.07,11,Clothing,10,0,2541.75,60,12-24 months,11-15,High,Champions
1269,Returning,6,148.28,2,Books,11,0,296.56,90,3-6 months,1-2,Medium,Potential Loyalists
1270,Loyal,34,211.39,7,Electronics,5,0,1479.71,145.7,24+ months,6-10,High,Champions
1271,New,1,139.38,2,Sports,66,1,278.77,15,0-3 months,1-2,Medium,Need Attention
1272,Loyal,34,139.85,12,Clothing,13,0,1678.25,85,24+ months,11-15,Medium,Champions
1273,New,1,90.66,2,Books,106,1,181.31,15,0-3 months,1-2,Low,Need Attention
1274,Loyal,14,149.8,7,Home & Garden,22,0,1048.62,60,12-24 months,6-10,Medium,Champions
1275,Returning,6,179,6,Sports,12,0,1074,30,3-6 months,6-10,Medium,Champions
1276,Returning,4,120.92,6,Clothing,131,1,725.55,20,3-6 months,6-10,Medium,Big Spenders
1277,Returning,10,128.13,4,Sports,9,0,512.51,75,6-12 months,3-5,Medium,Loyal Customers
1278,Returning,9,100.61,2,Clothing,8,0,201.22,135,6-12 months,1-2,Medium,Potential Loyalists
1279,Returning,4,88.37,2,Books,30,0,176.73,60,3-6 months,1-2,Low,Potential Loyalists
1280,Loyal,22,201.87,14,Clothing,131,1,2826.19,47.1,12-24 months,11-15,High,Big Spenders
1281,Returning,12,159.72,3,Books,2,0,479.15,120,6-12 months,3-5,Medium,Loyal Customers
1282,Returning,3,193.31,2,Sports,66,1,386.62,45,0-3 months,1-2,Medium,Need Attention
1283,Loyal,35,202.9,15,Books,6,0,3043.57,70,24+ months,11-15,High,Champions
1284,Returning,4,206.33,3,Sports,129,1,618.98,40,3-6 months,3-5,High,Big Spenders
1285,Loyal,32,194.33,7,Clothing,3,0,1360.34,137.1,24+ months,6-10,Medium,Champions
1286,New,2,83.64,2,Sports,107,1,167.27,30,0-3 months,1-2,Low,Need Attention
1287,Returning,5,90.43,3,Electronics,12,0,271.3,50,3-6 months,3-5,Low,Loyal Customers
1288,New,2,140.46,1,Home & Garden,1,0,140.46,60,0-3 months,1-2,Medium,Need Attention
1289,Loyal,31,154.97,14,Electronics,23,0,2169.62,66.4,24+ months,11-15,Medium,Champions
1290,Returning,5,112.04,2,Clothing,29,0,224.09,75,3-6 months,1-2,Medium,Potential Loyalists
1291,Returning,4,133.14,6,Home & Garden,27,0,798.81,20,3-6 months,6-10,Medium,Champions
1292,Loyal,13,306.01,11,Electronics,28,0,3366.07,35.5,12-24 months,11-15,Premium,Champions
1293,New,1,77.43,2,Clothing,13,0,154.87,15,0-3 months,1-2,Low,Potential Loyalists
1294,Loyal,31,264.1,15,Home & Garden,119,1,3961.55,62,24+ months,11-15,High,Big Spenders
1295,Returning,5,170.28,2,Electronics,30,0,340.56,75,3-6 months,1-2,Medium,Potential Loyalists
1296,Returning,12,117.76,5,Clothing,24,0,588.81,72,6-12 months,3-5,Medium,Champions
1297,New,1,50.35,1,Home & Garden,90,1,50.35,30,0-3 months,1-2,Low,At Risk
1298,Loyal,21,158.07,17,Sports,30,0,2687.27,37.1,12-24 months,15+,Medium,Champions
1299,Returning,10,101.87,3,Electronics,3,0,305.61,100,6-12 months,3-5,Medium,Loyal Customers
1300,New,2,70.31,1,Clothing,145,1,70.31,60,0-3 months,1-2,Low,At Risk
1301,Returning,7,184.33,4,Sports,141,1,737.33,52.5,6-12 months,3-5,Medium,Big Spenders
1302,Returning,7,223.48,6,Sports,9,0,1340.87,35,6-12 months,6-10,High,Champions
1303,Loyal,36,183.87,13,Electronics,14,0,2390.33,83.1,24+ months,11-15,Medium,Champions
1304,New,2,61.74,2,Home & Garden,22,0,123.48,30,0-3 months,1-2,Low,Potential Loyalists
1305,Returning,3,182.59,3,Books,98,1,547.76,30,0-3 months,3-5,Medium,Big Spenders
1306,New,1,85.23,1,Books,27,0,85.23,30,0-3 months,1-2,Low,Need Attention
1307,Returning,5,148.38,3,Clothing,102,1,445.15,50,3-6 months,3-5,Medium,Need Attention
1308,New,2,82.8,2,Clothing,102,1,165.59,30,0-3 months,1-2,Low,Need Attention
1309,New,2,80.19,1,Clothing,8,0,80.19,60,0-3 months,1-2,Low,Need Attention
1310,Loyal,12,262.21,15,Books,4,0,3933.15,24,6-12 months,11-15,High,Champions
1311,Returning,12,213.31,2,Sports,99,1,426.61,180,6-12 months,1-2,High,Need Attention
1312,New,2,66.82,2,Sports,106,1,133.64,30,0-3 months,1-2,Low,Need Attention
1313,New,3,138.29,2,Clothing,21,0,276.58,45,0-3 months,1-2,Medium,Potential Loyalists
1314,Loyal,19,193.22,8,Clothing,88,1,1545.75,71.3,12-24 months,6-10,Medium,Big Spenders
1315,New,2,145.11,2,Clothing,21,0,290.23,30,0-3 months,1-2,Medium,Potential Loyalists
1316,Loyal,21,314.28,6,Books,6,0,1885.67,105,12-24 months,6-10,Premium,Champions
1317,Loyal,25,272.03,10,Books,4,0,2720.3,75,24+ months,6-10,High,Champions
1318,Loyal,19,250.15,19,Books,25,0,4752.9,30,12-24 months,15+,High,Champions
1319,Returning,12,226.48,2,Sports,18,0,452.97,180,6-12 months,1-2,High,Potential Loyalists
1320,New,3,57.09,1,Sports,25,0,57.09,90,0-3 months,1-2,Low,Need Attention
1321,New,1,76.7,2,Sports,25,0,153.41,15,0-3 months,1-2,Low,Potential Loyalists
1322,New,2,139.84,1,Clothing,28,0,139.84,60,0-3 months,1-2,Medium,Need Attention
1323,New,3,79.83,1,Electronics,101,1,79.83,90,0-3 months,1-2,Low,At Risk
1324,New,3,130,2,Electronics,23,0,260,45,0-3 months,1-2,Medium,Potential Loyalists
1325,Returning,10,190.53,2,Clothing,5,0,381.07,150,6-12 months,1-2,Medium,Potential Loyalists
1326,Returning,11,146.35,3,Clothing,30,0,439.05,110,6-12 months,3-5,Medium,Loyal Customers
1327,Returning,7,117.44,5,Clothing,115,1,587.2,42,6-12 months,3-5,Medium,Big Spenders
1328,Loyal,12,218.41,19,Home & Garden,10,0,4149.86,18.9,6-12 months,15+,High,Champions
1329,New,3,100.31,1,Clothing,102,1,100.31,90,0-3 months,1-2,Medium,At Risk
1330,Returning,3,172.38,4,Clothing,94,1,689.53,22.5,0-3 months,3-5,Medium,Big Spenders
1331,Loyal,17,152.78,15,Home & Garden,12,0,2291.72,34,12-24 months,11-15,Medium,Champions
1332,Loyal,27,216.09,17,Clothing,26,0,3673.51,47.6,24+ months,15+,High,Champions
1333,Returning,8,214.83,3,Electronics,65,1,644.48,80,6-12 months,3-5,High,Big Spenders
1334,Loyal,20,270.48,10,Clothing,12,0,2704.82,60,12-24 months,6-10,High,Champions
1335,Loyal,21,194.9,11,Electronics,5,0,2143.91,57.3,12-24 months,11-15,Medium,Champions
1336,Returning,12,94.77,6,Sports,120,1,568.6,60,6-12 months,6-10,Low,Big Spenders
1337,New,2,75.76,2,Electronics,9,0,151.52,30,0-3 months,1-2,Low,Potential Loyalists
1338,Loyal,12,157.05,5,Sports,11,0,785.23,72,6-12 months,3-5,Medium,Champions
1339,New,1,71.47,1,Books,76,1,71.47,30,0-3 months,1-2,Low,At Risk
1340,Loyal,20,255.88,11,Sports,4,0,2814.71,54.5,12-24 months,11-15,High,Champions
1341,New,2,141.26,1,Books,15,0,141.26,60,0-3 months,1-2,Medium,Need Attention
1342,New,2,74.77,2,Home & Garden,19,0,149.54,30,0-3 months,1-2,Low,Potential Loyalists
1343,New,1,51.79,2,Home & Garden,26,0,103.58,15,0-3 months,1-2,Low,Potential Loyalists
1344,Loyal,15,231.34,18,Clothing,16,0,4164.04,25,12-24 months,15+,High,Champions
1345,Loyal,27,159.46,8,Electronics,30,0,1275.67,101.3,24+ months,6-10,Medium,Champions
1346,Loyal,36,174.62,8,Electronics,16,0,1396.94,135,24+ months,6-10,Medium,Champions
1347,Returning,8,97.61,2,Sports,15,0,195.22,120,6-12 months,1-2,Low,Potential Loyalists
1348,Returning,9,89.54,4,Home & Garden,81,1,358.14,67.5,6-12 months,3-5,Low,Need Attention
1349,Returning,9,146.74,4,Home & Garden,3,0,586.95,67.5,6-12 months,3-5,Medium,Loyal Customers
1350,Loyal,34,238.96,11,Clothing,12,0,2628.55,92.7,24+ months,11-15,High,Champions
1351,New,3,134.65,2,Sports,13,0,269.3,45,0-3 months,1-2,Medium,Potential Loyalists
1352,Returning,6,160.01,5,Electronics,18,0,800.07,36,3-6 months,3-5,Medium,Champions
1353,New,1,148.89,2,Books,75,1,297.77,15,0-3 months,1-2,Medium,Need Attention
1354,Loyal,26,229.23,16,Clothing,16,0,3667.63,48.8,24+ months,15+,High,Champions
1355,Returning,11,160.79,5,Clothing,30,0,803.95,66,6-12 months,3-5,Medium,Champions
1356,Returning,6,124.94,5,Sports,140,1,624.68,36,3-6 months,3-5,Medium,Big Spenders
1357,Loyal,21,152.48,17,Books,17,0,2592.21,37.1,12-24 months,15+,Medium,Champions
1358,Loyal,19,212.09,15,Home & Garden,10,0,3181.3,38,12-24 months,11-15,High,Champions
1359,Returning,7,159.05,4,Electronics,16,0,636.18,52.5,6-12 months,3-5,Medium,Loyal Customers
1360,Loyal,14,259.07,16,Books,15,0,4145.16,26.3,12-24 months,15+,High,Champions
1361,Returning,9,124.84,5,Books,17,0,624.2,54,6-12 months,3-5,Medium,Champions
1362,New,2,117.1,1,Clothing,65,1,117.1,60,0-3 months,1-2,Medium,At Risk
1363,New,3,64.5,2,Sports,90,1,129,45,0-3 months,1-2,Low,Need Attention
1364,Returning,12,88.12,4,Books,22,0,352.46,90,6-12 months,3-5,Low,Loyal Customers
1365,Loyal,21,266.35,9,Clothing,16,0,2397.16,70,12-24 months,6-10,High,Champions
1366,Loyal,20,222.25,11,Sports,4,0,2444.77,54.5,12-24 months,11-15,High,Champions
1367,New,1,122.59,1,Books,131,1,122.59,30,0-3 months,1-2,Medium,At Risk
1368,Returning,5,186.37,6,Clothing,142,1,1118.23,25,3-6 months,6-10,Medium,Big Spenders
1369,Loyal,32,278.84,6,Sports,24,0,1673.05,160,24+ months,6-10,High,Champions
1370,Returning,5,127.17,6,Books,130,1,763,25,3-6 months,6-10,Medium,Big Spenders
1371,Loyal,36,240.64,14,Electronics,7,0,3368.98,77.1,24+ months,11-15,High,Champions
1372,New,1,149.38,2,Books,95,1,298.76,15,0-3 months,1-2,Medium,Need Attention
1373,New,1,131.96,1,Home & Garden,21,0,131.96,30,0-3 months,1-2,Medium,Need Attention
1374,New,2,91.39,1,Sports,13,0,91.39,60,0-3 months,1-2,Low,Need Attention
1375,Loyal,25,142.02,8,Home & Garden,28,0,1136.16,93.8,24+ months,6-10,Medium,Champions
1376,Returning,5,116.22,6,Clothing,106,1,697.31,25,3-6 months,6-10,Medium,Big Spenders
1377,New,1,64.13,2,Books,17,0,128.26,15,0-3 months,1-2,Low,Potential Loyalists
1378,Returning,10,101.46,5,Electronics,91,1,507.29,60,6-12 months,3-5,Medium,Big Spenders
1379,New,1,108,1,Sports,8,0,108,30,0-3 months,1-2,Medium,Need Attention
1380,New,3,128.54,1,Clothing,113,1,128.54,90,0-3 months,1-2,Medium,At Risk
1381,New,3,59.27,1,Books,22,0,59.27,90,0-3 months,1-2,Low,Need Attention
1382,New,3,133.51,2,Home & Garden,28,0,267.03,45,0-3 months,1-2,Medium,Potential Loyalists
1383,New,1,84.61,1,Sports,110,1,84.61,30,0-3 months,1-2,Low,At Risk
1384,Loyal,36,311.79,9,Clothing,30,0,2806.1,120,24+ months,6-10,Premium,Champions
1385,Returning,9,81.04,6,Sports,104,1,486.27,45,6-12 months,6-10,Low,Need Attention
1386,Returning,8,203.52,4,Clothing,14,0,814.1,60,6-12 months,3-5,High,Loyal Customers
1387,New,3,124.19,2,Books,5,0,248.38,45,0-3 months,1-2,Medium,Potential Loyalists
